date,btc_price,btc_close,mvrv,mvrv_zscore,mayer_multiple,rsi_weekly,ma200d,ma200w,realized_price,nupl,sopr,hash_ribbon,opportunity_score,state,multiplier,dynamic_investment,dynamic_btc_bought,dynamic_btc_total,normal_dca_btc_total,equal_capital_dca_btc_total,dynamic_capital_total
2013-01-11,13.9875,14.0,1.86676138,1.8624725017567056,1.2633269715796551,71.56176487891486,11.08185,,7.621553175015438,0.4643128946668052,,1.0,8.810741,NORMAL,1.0,100.0,7.149240393208221,82.64699882750404,82.64699882750404,110.98618061614748,1100.0
2013-01-12,13.95,13.89,1.86299654,1.8510653643219208,1.2491849720080044,71.56176487891486,11.11925,,7.629797131050548,0.4632303503902374,,1.0,7.134556499999999,NORMAL,1.0,100.0,7.168458781362007,89.81545760886604,89.81545760886604,120.61266279135847,1200.0
2013-01-13,13.775,13.64,1.85333941,1.8279851067614128,1.2227700582698342,73.61484355934205,11.155,,7.640688041644407,0.4604334237947274,,1.0,6.661930999999999,NORMAL,1.0,100.0,7.259528130671506,97.07498573953755,97.07498573953755,130.3614414733326,1300.0
2013-01-14,13.835,14.1,1.87068729,1.8630899749338583,1.259715893862235,73.61484355934205,11.193,,7.653855562508525,0.4654371121535764,,1.0,6.850173000000005,NORMAL,1.0,100.0,7.228044813877846,104.3030305534154,104.3030305534154,140.0679413897904,1400.0
2013-01-15,14.125,14.2,1.86625363,1.8521596320747895,1.2643125523087058,73.61484355934205,11.2314,,7.669717299683002,0.464167150742528,,1.0,7.3330294999999985,NORMAL,1.0,100.0,7.079646017699115,111.38267657111452,111.38267657111452,149.5751574141581,1500.0
2013-01-16,14.3475,14.53,1.91141576,1.9486094144944528,1.289149143820424,73.61484355934205,11.271,,7.694722600762275,0.4768275845962471,,1.0,6.465635500000001,NORMAL,1.0,100.0,6.969855375500958,118.35253194661547,118.35253194661547,158.93493621493826,1600.0
2013-01-17,14.9525,15.36,2.0121271,2.1700870557055887,1.3574660633484164,73.61484355934205,11.3152,,7.752293450859044,0.5030135024770552,,1.0,6.687318499999996,NORMAL,1.0,100.0,6.687844841999666,125.04037678861513,125.04037678861513,167.91600468804936,1700.0
2013-01-18,15.45,15.57,2.01889919,2.1834052391832017,1.370598591549296,73.61484355934205,11.36,,7.78433673248648,0.5046805680277676,,1.0,4.429212000000003,NORMAL,1.0,100.0,6.472491909385114,131.51286869800026,131.51286869800026,176.60787694333695,1800.0
2013-01-19,15.48,15.38,1.99859889,2.1348694471168543,1.3485668189430673,73.61484355934205,11.4047,,7.799527197659055,0.4996494769393172,,1.0,0.0,NORMAL,1.0,100.0,6.459948320413437,137.9728170184137,137.9728170184137,185.2829044849515,1900.0
2013-01-20,15.4875,15.5,2.01174993,2.157303322807495,1.3537117903930131,79.62731226328842,11.45,,7.813889739937308,0.5029203256887897,,1.0,0.0,NORMAL,1.0,100.0,6.45682001614205,144.42963703455575,144.42963703455575,193.95373104470573,2000.0
2013-01-21,16.1125,16.52,2.13015937,2.414784799980348,1.436571706841977,79.62731226328842,11.4996,,7.8778234892106225,0.5305515568067567,,1.0,0.07005549999999872,NORMAL,1.0,100.0,6.2063615205585725,150.63599855511433,150.63599855511433,202.2882183275106,2100.0
2013-01-22,16.980000000000004,17.35,2.1703499,2.513139426935779,1.5017224366853048,79.62731226328842,11.5534,,7.971147342965664,0.5392448010341558,,1.0,0.0,NORMAL,1.0,100.0,5.889281507656064,156.52528006277038,156.52528006277038,210.19690067993662,2200.0
2013-01-23,17.3275,17.5,2.18559134,2.5445388985682302,1.5077173589961188,79.62731226328842,11.60695,,8.023638775422718,0.5424579235384416,,1.0,0.0,NORMAL,1.0,100.0,5.771172990910403,162.29645305368078,162.29645305368078,217.94697578276123,2300.0
2013-01-24,17.497500000000002,17.29,2.09953529,2.35396176917261,1.4828791354874675,79.62731226328842,11.65975,,8.0499175949455,0.5237041240683313,,1.0,0.0,NORMAL,1.0,100.0,5.715102157451064,168.01155521113185,168.01155521113185,225.62175368498688,2400.0
2013-01-25,17.154999999999998,17.49,2.15223509,2.462356008176221,1.4932764140875132,79.62731226328842,11.7125,,8.087964976550353,0.5353667428589318,,1.0,0.0,NORMAL,1.0,100.0,5.829204313611193,173.84075952474305,173.84075952474305,233.44975871816635,2500.0
2013-01-26,17.285,17.49,2.16087068,2.475394797383742,1.4866696983735033,79.62731226328842,11.76455,,8.123405689442183,0.5372235787844555,,1.0,0.0,NORMAL,1.0,100.0,5.7853630315302285,179.6261225562733,179.6261225562733,241.21888954513733,2600.0
2013-01-27,17.442500000000003,17.6,2.18079976,2.521536000347908,1.4893986129975418,84.04727866525614,11.81685,,8.19177823773316,0.5414526274526003,,1.0,0.0,NORMAL,1.0,100.0,5.733123118818976,185.35924567509227,185.35924567509227,248.91786769300566,2700.0
2013-01-28,18.1225,18.67,2.27526587,2.7230392259886367,1.5725747015098237,84.04727866525614,11.87225,,8.260249987550905,0.5604909240782485,,1.0,0.0,NORMAL,1.0,100.0,5.518002483101117,190.8772481581934,190.8772481581934,256.3279615732205,2800.0
2013-01-29,19.082500000000003,19.35,2.32416991,2.8469408099499,1.6218186999467776,84.04727866525614,11.93105,,8.396423214234108,0.5697388578617302,,1.0,0.0,NORMAL,1.0,100.0,5.240403511070352,196.11765166926375,196.11765166926375,263.36526938635785,2900.0
2013-01-30,19.3075,19.45,2.32557517,2.853120414584514,1.6221107455454502,84.04727866525614,11.99055,,8.487124794353864,0.5699988489299187,,1.0,0.0,NORMAL,1.0,100.0,5.179334455522465,201.2969861247862,201.2969861247862,270.3205679151261,3000.0
2013-01-31,20.045,20.46,2.38254625,2.986260126060057,1.6972210700953962,84.04727866525614,12.055,,8.609126908106736,0.5802809704113823,,1.0,0.0,NORMAL,1.0,100.0,4.988775255674732,206.28576138046094,206.28576138046094,277.01996558757276,3100.0
2013-02-01,20.4375,20.35,2.33077644,2.8982420648766034,1.67970120302924,84.04727866525614,12.11525,,8.770936416435546,0.5709584227649049,,1.0,0.0,NORMAL,1.0,100.0,4.892966360856269,211.1787277413172,211.1787277413172,283.590702044781,3200.0
2013-02-02,20.05,19.82,2.2350697,2.671218749273341,1.628380820927405,84.04727866525614,12.171599999999998,,8.785364369368615,0.5525866598254183,,1.0,0.0,NORMAL,1.0,100.0,4.987531172069826,216.16625891338703,216.16625891338703,290.2884290444914,3300.0
2013-02-03,20.0675,20.29,2.32891208,2.862233126111383,1.6592997248130326,87.72194481797078,12.228049999999998,,8.836288780479082,0.5706149628456563,,1.0,0.0,NORMAL,1.0,100.0,4.983181761554753,221.1494406749418,221.1494406749418,296.98031524577175,3400.0
2013-02-04,20.2975,20.3,2.30317042,2.79256443389156,1.6523207781372728,87.72194481797078,12.28575,,8.874935082496458,0.5658158895597487,,2.0,0.0,NORMAL,1.0,100.0,4.926715112698608,226.0761557876404,226.0761557876404,303.5963727082274,3500.0
2013-02-05,20.3925,20.5,2.31494333,2.806556753138564,1.6604501034743906,87.72194481797078,12.34605,,8.924341455755895,0.5680239826864358,,2.0,0.0,NORMAL,1.0,100.0,4.90376363859262,230.979919426233,230.979919426233,310.1816087677686,3600.0
2013-02-06,20.6825,20.91,2.36137756,2.894332845413384,1.6853525054606713,87.72194481797078,12.406899999999998,,8.981437738339777,0.5765183776879798,,2.0,0.0,NORMAL,1.0,100.0,4.835005439381119,235.81492486561413,235.81492486561413,316.674509836024,3700.0
2013-02-07,21.37,21.71,2.44320117,3.0569784198972108,1.7405107689594217,87.72194481797078,12.47335,,9.052781019634418,0.5907009163719417,,2.0,0.0,NORMAL,1.0,100.0,4.679457182966775,240.49438204858092,240.49438204858092,322.95852604305225,3800.0
2013-02-08,22.1975,22.4,2.48951622,3.150558238821935,1.7859420844495468,87.72194481797078,12.5424,,9.153330621774336,0.5983155313605468,,2.0,0.0,NORMAL,1.0,100.0,4.505011825656042,244.99939387423697,244.99939387423697,329.0082805804638,3900.0
2013-02-09,22.82,23.14,2.57029343,3.304474632791605,1.8343169468214555,87.72194481797078,12.615049999999998,,9.233910757695591,0.6109393626703548,,2.0,0.0,NORMAL,1.0,100.0,4.382120946538125,249.3815148207751,249.3815148207751,334.8930056612786,4000.0
2013-02-10,23.3725,23.7,2.57573299,3.2869778302209496,1.8675607843755293,90.65926322184018,12.69035,,9.27902443688509,0.6117610001182615,,2.0,0.0,NORMAL,1.0,100.0,4.278532463365066,253.66004728414015,253.66004728414015,340.63862236228164,4100.0
2013-02-11,23.685,23.94,2.61956557,3.356579866499668,1.875249680800232,90.65926322184018,12.7663,,9.351654707736635,0.6182573127955717,,2.0,0.0,NORMAL,1.0,100.0,4.222081486172684,257.8821287703128,257.8821287703128,346.3084313698473,4200.0
2013-02-12,24.7825,25.47,2.64695645,3.394288425852769,1.9821782948752869,90.65926322184018,12.8495,,9.437154286147814,0.6222076113114743,,2.0,0.0,NORMAL,1.0,100.0,4.035105417129023,261.91723418744186,261.91723418744186,351.72715128689333,4300.0
2013-02-13,25.36,25.0,2.58643345,3.2567250845648434,1.933473058986396,90.65926322184018,12.9301,,9.52727043287609,0.6133672026241386,,2.0,0.0,NORMAL,1.0,100.0,3.943217665615142,265.860451853057,265.860451853057,357.02247566955083,4400.0
2013-02-14,25.58,27.4,2.81731895,3.724199350029774,2.1038810462585085,90.65926322184018,13.02355,,9.68381298124016,0.6450526128750882,,2.0,0.0,NORMAL,1.0,100.0,3.9093041438623928,269.7697559969194,269.7697559969194,362.2722577783934,4500.0
2013-02-15,27.17,27.0,2.76388477,3.607885235515795,2.058939036340274,90.65926322184018,13.11355,,9.830825627765153,0.6381904155866817,,2.0,0.0,NORMAL,1.0,100.0,3.68052999631947,273.4502859932389,273.4502859932389,367.2148203968768,4600.0
2013-02-16,27.305,27.5,2.75541364,3.5653330161643426,2.082599690260628,90.65926322184018,13.20465,,9.924522098958652,0.6370780831294716,,2.0,0.0,NORMAL,1.0,100.0,3.662332906061161,277.11261889930006,277.11261889930006,372.13294624724097,4700.0
2013-02-17,26.8075,26.98,2.69341809,3.4128254184760163,2.0297465449922134,92.51431878365946,13.2923,,9.997427238037186,0.6287245549761642,,2.0,0.0,NORMAL,1.0,100.0,3.7302993565233606,280.8429182558234,280.8429182558234,377.14234385403734,4800.0
2013-02-18,26.797500000000003,26.92,2.67527962,3.350269114997797,2.012755426289936,92.51431878365946,13.3747,,10.065814218348658,0.6262072971646979,,2.0,0.0,NORMAL,1.0,100.0,3.731691389122119,284.57460964494555,284.57460964494555,382.1536108134251,4900.0
2013-02-19,28.1275,29.39,2.87905367,3.744327112843752,2.182258292061748,92.51431878365946,13.4677,,10.216421002242557,0.6526636476353009,,2.0,0.0,NORMAL,1.0,100.0,3.5552395342636207,288.1298491792092,288.1298491792092,386.92792158914966,5000.0
2013-02-20,29.6675,30.0,2.88625353,3.732250870599629,2.211549448402708,92.51431878365946,13.56515,,10.33166591835912,0.6535300902689585,,2.0,0.0,NORMAL,1.0,100.0,3.370691834499031,291.50054101370824,291.50054101370824,391.454404317529,5100.0
2013-02-21,29.935,30.0,2.8644687,3.6525796314020775,2.1959360543420976,92.51431878365946,13.6616,,10.409633352195016,0.6508951206204487,,2.0,0.0,NORMAL,1.0,100.0,3.340571237681644,294.84111225138986,294.84111225138986,395.9404382692308,5200.0
2013-02-22,30.4475,30.4,2.89510636,3.6874737259990766,2.20939866563949,92.51431878365946,13.7594,,10.52557410444748,0.6545895467550285,,2.0,0.0,NORMAL,1.0,100.0,3.284341899991789,298.12545415138163,298.12545415138163,400.35096216591177,5300.0
2013-02-23,29.512500000000003,29.54,2.81513609,3.496494365678044,2.1323362219246604,92.51431878365946,13.85335,,10.587926690918732,0.6447773862328624,,2.0,0.0,NORMAL,1.0,100.0,3.38839474798814,301.51384889936975,301.51384889936975,404.9012180352618,5400.0
2013-02-24,29.6925,29.78,2.78872419,3.433672108784925,2.135180285790081,93.67002321019014,13.9473,,10.71559840860494,0.641413086462308,,2.0,0.0,NORMAL,1.0,100.0,3.367853835143555,304.8817027345133,304.8817027345133,409.42388963058704,5500.0
2013-02-25,30.12,30.43,2.77552491,3.424922707618611,2.1666921808970803,93.67002321019014,14.04445,,10.935601040948216,0.6397077913453135,,2.0,0.0,NORMAL,1.0,100.0,3.3200531208499333,308.2017558553632,308.2017558553632,413.8823699208989,5600.0
2013-02-26,30.845,31.1,2.82058485,3.4903008194809053,2.19891327019412,93.67002321019014,14.14335,,11.045772067687343,0.6454635995084494,,2.0,0.0,NORMAL,1.0,100.0,3.242016534284325,311.44377238964756,311.44377238964756,418.2360553267732,5700.0
2013-02-27,31.1575,31.31,2.81550442,3.4422734860848867,2.198272835778979,93.67002321019014,14.243,,11.095795432277248,0.6448238571758307,,2.0,0.0,NORMAL,1.0,100.0,3.2095001203562545,314.65327251000383,314.65327251000383,422.5460746269158,5800.0
2013-02-28,32.6425,33.53,2.93242114,3.6901451314920553,2.336064431625003,93.67002321019014,14.3532,,11.381480470634855,0.658984861908341,,2.0,0.0,NORMAL,1.0,100.0,3.0634908478210923,317.7167633578249,317.7167633578249,426.6600189125616,5900.0
2013-03-01,34.02,34.55,2.99916694,3.795747829246835,2.388276362630906,93.67002321019014,14.466499999999998,,11.53862313316924,0.66657407873401,,2.0,0.0,NORMAL,1.0,100.0,2.939447383891828,320.65621074171673,320.65621074171673,430.60738594207936,6000.0
2013-03-02,34.27,34.16,2.94238341,3.643256031000367,2.343570446039908,93.67002321019014,14.57605,,11.604033589905606,0.6601394649652406,,2.0,0.0,NORMAL,1.0,100.0,2.918004085205719,323.57421482692246,323.57421482692246,434.5259568888022,6100.0
2013-03-03,34.185,34.33,2.95351788,3.6194761972334,2.3381337837515703,95.01647336532145,14.68265,,11.664645986335453,0.661420705535055,,2.0,0.0,NORMAL,1.0,100.0,2.92525961679099,326.49947444371344,326.49947444371344,438.4542712472692,6200.0
2013-03-04,35.5225,36.52,3.07990408,3.826512925887016,2.467876052074077,95.01647336532145,14.79815,,11.810843554170232,0.675314563692516,,2.0,0.0,NORMAL,1.0,100.0,2.8151171792525864,329.314591622966,329.314591622966,442.2346759582044,6300.0
2013-03-05,38.697500000000005,40.75,3.34059331,4.327509878835069,2.7276865202083083,95.01647336532145,14.9394,,12.175368330087055,0.7006519778967049,,2.0,0.0,NORMAL,1.0,100.0,2.5841462626784675,331.8987378856445,331.8987378856445,445.7049111502502,6400.0
2013-03-06,43.225,42.32,3.41073072,4.516477919908121,2.803893118138512,95.01647336532145,15.0933,,12.690827784027844,0.7068076954489095,,0.0,0.0,NORMAL,1.0,100.0,2.313475997686524,334.212213883331,334.212213883331,448.81166479615405,6500.0
2013-03-07,40.7475,41.68,3.24461202,4.180919076003032,2.731073164978311,95.01647336532145,15.261400000000002,,12.928337951432075,0.6917967406161554,,0.0,0.0,NORMAL,1.0,100.0,2.4541382906926805,336.6663521740237,336.6663521740237,452.10731302841845,6600.0
2013-03-08,42.5925,43.76,3.35334641,4.325279786553649,2.836042890612089,95.01647336532145,15.429949999999998,,13.092273671470164,0.7017904273122799,,0.0,0.0,NORMAL,1.0,100.0,2.3478311909373715,339.01418336496107,339.01418336496107,455.2602020662583,6700.0
2013-03-09,44.44,46.0,3.50857536,4.571718311207574,2.947008306078845,95.01647336532145,15.60905,,13.363995867630043,0.7149840327214747,,0.0,0.0,NORMAL,1.0,100.0,2.25022502250225,341.26440838746333,341.26440838746333,458.28201634043006,6800.0
2013-03-10,45.8225,45.29,3.41442475,4.328597426415953,2.8690523701831405,96.78852546584186,15.7857,,13.491595753872774,0.7071248971001631,,0.0,0.0,NORMAL,1.0,100.0,2.182334006219652,343.446742393683,343.446742393683,461.21266015829667,6900.0
2013-03-11,46.8025,48.25,3.52669627,4.47092376286066,3.019994554621218,96.78852546584186,15.97685,,13.688469570762896,0.7164485049346196,,0.0,0.0,NORMAL,1.0,100.0,2.136638000106832,345.5833803937898,345.5833803937898,464.0819390716922,7000.0
2013-03-12,44.335,44.84,3.21775227,3.875448401265316,2.7766081291952545,96.78852546584186,16.1492,,13.80266146411936,0.6892240557723233,,0.0,0.0,NORMAL,1.0,100.0,2.255554302469832,347.8389346962596,347.8389346962596,467.1109100053607,7100.0
2013-03-13,45.78,46.99,3.35448171,4.0829310214517625,2.877296969622749,96.78852546584186,16.3313,,14.015932986434708,0.7018913541788248,,0.0,0.0,NORMAL,1.0,100.0,2.18435998252512,350.02329467878474,350.02329467878474,470.04427449518585,7200.0
2013-03-14,47.1775,46.95,3.31080577,3.9655566486062495,2.8429561900148355,96.78852546584186,16.5145,,14.17345679977636,0.6979587238063802,,0.0,0.0,NORMAL,1.0,100.0,2.1196544963171,352.1429491751018,352.1429491751018,472.890746358769,7300.0
2013-03-15,47.010000000000005,46.9,3.27320999,3.863845800583125,2.8092074920186163,96.78852546584186,16.6951,,14.329211199744108,0.6944895063087596,,0.0,0.0,NORMAL,1.0,100.0,2.127206977238885,354.2701561523407,354.2701561523407,475.74736040565676,7400.0
2013-03-16,46.8125,46.74,3.26643484,3.8052173701064858,2.7699747537602675,96.78852546584186,16.8738,,14.436845677163696,0.6938558247805121,,0.0,0.0,NORMAL,1.0,100.0,2.1361815754339117,356.4063377277746,356.4063377277746,478.61602638897733,7500.0
2013-03-17,46.98,47.24,3.25507816,3.741930294726628,2.769683573618823,96.9933717883029,17.0561,,14.54143263452457,0.692787714811739,,0.0,0.0,NORMAL,1.0,100.0,2.128565346956152,358.5349030747308,358.5349030747308,481.474464582766,7600.0
2013-03-18,48.9175,50.35,3.46957223,4.078914364014835,2.918062429728884,96.9933717883029,17.2546,,14.804544475864049,0.7117800311653981,,0.0,0.0,NORMAL,1.0,100.0,2.0442581898093732,360.5791612645402,360.5791612645402,484.2196871788552,7700.0
2013-03-19,54.44,59.41,3.86035942,4.767639698544626,3.394692257804621,96.9933717883029,17.50085,,15.412710226713784,0.740956763036329,,0.0,0.0,NORMAL,1.0,100.0,1.8368846436443793,362.41604590818457,362.41604590818457,486.68642902940985,7800.0
2013-03-20,62.615,64.2,4.00566845,4.994177817430423,3.612363059367667,96.9933717883029,17.7723,,15.899340220778852,0.7503537767834979,,0.0,0.0,NORMAL,1.0,100.0,1.5970614070110996,364.01310731519567,364.01310731519567,488.83111363124954,7900.0
2013-03-21,69.385,72.23,4.23461019,5.433670213903675,3.994458746139234,96.9933717883029,18.08255,,16.74712000003984,0.7638507548200086,,0.0,0.0,NORMAL,1.0,100.0,1.4412336960438135,365.4543410112395,365.4543410112395,490.766538093946,8000.0
2013-03-22,70.4,69.9,4.05568242,5.090997059621748,3.803191634066587,96.9933717883029,18.3793,,17.221783490086086,0.7534323705750117,,0.0,0.0,NORMAL,1.0,100.0,1.4204545454545454,366.87479555669404,366.87479555669404,492.67405835451694,8100.0
2013-03-23,63.9725,63.9,3.70672564,4.425243964583031,3.426824690298707,96.9933717883029,18.647,,17.369269437093674,0.7302201195554361,,0.0,0.0,NORMAL,1.0,100.0,1.563171675329243,368.43796723202325,368.43796723202325,494.7732326300915,8200.0
2013-03-24,67.12,70.22,4.02556381,4.904437674626547,3.7068808513895526,98.33843230634592,18.94315,,17.808790914800028,0.7515875919005741,,0.0,0.0,NORMAL,1.0,100.0,1.4898688915375446,369.9278361235608,369.9278361235608,496.7739690178179,8300.0
2013-03-25,73.645,75.11,4.02378239,4.91317881701396,3.899063518760772,98.33843230634592,19.2636,,18.46871476803737,0.7514776140764412,,0.0,0.0,NORMAL,1.0,100.0,1.3578654355353386,371.28570155909614,371.28570155909614,498.59743872172436,8400.0
2013-03-26,78.6025,79.81,4.15075356,5.0642706060798055,4.070381231671554,98.33843230634592,19.6075,,18.939741012234123,0.7590798910258599,,0.0,0.0,NORMAL,1.0,100.0,1.2722241658980311,372.55792572499416,372.55792572499416,500.305901255921,8500.0
2013-03-27,84.4625,89.3,4.49610198,5.609595306811744,4.465189770565249,98.33843230634592,19.99915,,19.762025040593564,0.7775851160742577,,0.0,0.0,NORMAL,1.0,100.0,1.1839573775344088,373.74188310252856,373.74188310252856,501.8958308263717,8600.0
2013-03-28,88.705,88.52,4.28052357,5.247033794647055,4.342014582929683,98.33843230634592,20.38685,,20.481880902443343,0.7663837183356521,,0.0,0.0,NORMAL,1.0,100.0,1.1273321684234259,374.869215270952,374.869215270952,503.4097187283411,8700.0
2013-03-29,89.13,90.0,4.30087359,5.20823597728312,4.330649934318476,98.33843230634592,20.7821,,20.994734550724147,0.7674890974882151,,0.0,0.0,NORMAL,1.0,100.0,1.1219566924716706,375.99117196342365,375.99117196342365,504.9163879344916,8800.0
2013-03-30,91.605,92.11,4.24924608,5.105433810286006,4.347384890583813,98.33843230634592,21.18745,,21.69560393836049,0.7646641354317611,,0.0,0.0,NORMAL,1.0,100.0,1.0916434692429453,377.0828154326666,377.0828154326666,506.3823496870618,8900.0
2013-03-31,94.13,96.15,4.26532297,5.023903260215611,4.448814343551186,98.92359355846476,21.6125,,22.014567028940466,0.7655511652849116,,0.0,0.0,NORMAL,1.0,100.0,1.0623605651758208,378.14517599784244,378.14517599784244,507.8089875957433,9000.0
2013-04-01,100.2625,104.7,4.45266486,5.386773535125673,4.741955207319006,98.92359355846476,22.0795,,23.262551790426688,0.7754153902344224,,0.0,0.0,NORMAL,1.0,100.0,0.9973818725844658,379.1425578704269,379.1425578704269,509.14836599089796,9100.0
2013-04-02,108.9575,116.0,4.75336825,5.882302602388593,5.132289177948855,98.92359355846476,22.602,,24.54679252784023,0.7896228637450928,,0.0,0.0,NORMAL,1.0,100.0,0.9177890461877338,380.06034691661466,380.06034691661466,510.3808596360733,9200.0
2013-04-03,129.5475,133.78,4.85046378,6.2865720835175,5.763212027872613,98.92359355846476,23.21275,,27.08706122492765,0.7938341475461961,,0.0,0.0,NORMAL,1.0,100.0,0.7719176363881973,380.83226455300286,380.83226455300286,511.4174634018287,9300.0
2013-04-04,134.4675,135.0,4.73920513,6.001551757033454,5.665365730832179,98.92359355846476,23.829,,28.06528032175408,0.7889941514306219,,0.0,0.0,NORMAL,1.0,100.0,0.7436741219997397,381.5759386750026,381.5759386750026,512.4161391141323,9400.0
2013-04-05,136.89,141.8,4.71276367,6.083304889179364,5.792779451565133,98.92359355846476,24.47875,,30.26378479276025,0.7878102807561322,,0.0,0.0,NORMAL,1.0,100.0,0.7305135510263716,382.30645222602897,382.30645222602897,513.3971415711723,9500.0
2013-04-06,142.8325,141.0,4.6145611,5.776096401046735,5.612118992843553,98.92359355846476,25.1242,,31.006594097309275,0.783294666961935,,0.0,0.0,NORMAL,1.0,100.0,0.7001207708329686,383.00657299686196,383.00657299686196,514.3373297380404,9600.0
2013-04-07,152.93,164.97,5.04960835,6.347376234620802,6.372585944154407,99.46356541559294,25.88745,,32.25046444975401,0.8019648395107711,,0.0,0.0,NORMAL,1.0,100.0,0.653893938403191,383.66046693526516,383.66046693526516,515.2154401568215,9700.0
2013-04-08,177.6425,185.6,5.33290242,6.867552564000587,6.9372674417518105,99.46356541559294,26.75405,,34.94366616369516,0.8124848494790198,,0.0,0.0,NORMAL,1.0,100.0,0.5629283532938345,384.223395288559,384.223395288559,515.9713934131886,9800.0
2013-04-09,203.5575,229.0,5.64074143,7.84590229086415,8.226136122795737,99.46356541559294,27.8381,,40.89586441036476,0.8227183407696105,,0.0,0.0,NORMAL,1.0,100.0,0.4912616828168945,384.7146569713759,384.7146569713759,516.6311059088922,9900.0
2013-04-10,180.07,162.0,3.7993504,4.734611369388511,5.666663751716177,99.46356541559294,28.58825,,42.426434177015366,0.7367971114219947,,0.0,0.0,NORMAL,1.0,100.0,0.5553395901593825,385.2699965615353,385.2699965615353,517.3768682587795,10000.0
2013-04-11,118.6,83.4,2.09881888,1.719355131855849,2.881296790843418,99.46356541559294,28.945300000000003,,39.49916108911194,0.5235415454238719,,0.0,0.0,NORMAL,1.0,100.0,0.8431703204047218,386.11316688194006,386.11316688194006,518.5091568451555,10100.0
2013-04-12,87.575,109.9,2.84072926,2.8222394822023062,3.7336123633868175,99.46356541559294,29.4353,,39.24216741233517,0.6479777168205041,,0.0,0.0,NORMAL,1.0,100.0,1.1418783899514702,387.2550452718915,387.2550452718915,520.0425787845696,10200.0
2013-04-13,101.385,91.64,2.50198944,2.2679700285613564,3.071585986140323,99.46356541559294,29.83475,,39.01258347047672,0.6003180572976359,,0.0,0.0,NORMAL,1.0,100.0,0.9863392020515855,388.24138447394307,388.24138447394307,521.3671280408126,10300.0
2013-04-14,90.87,91.11,2.29456796,1.92682280906824,3.013963274042072,62.95980901256313,30.2293,,38.726894539121126,0.5641881097302519,,0.0,0.0,NORMAL,1.0,100.0,1.1004732034774953,389.3418576774206,389.3418576774206,522.8449471928342,10400.0
