eff,win,p05,pior,cap,w,cuts,eff_por_cap
1.171139941468937,80.67226890756302,0.8445910810954612,0.828852661446816,1.5784246575342467,"(1, 2, 2, 3)","(70, 76, 82, 88)",0.2958724861393108
1.158264441918003,79.83193277310924,0.8329074193562391,0.8216269224256774,1.6,"(1, 2, 2, 3)","(64, 74, 84, 92)",0.26377406986333835
1.1616189265071157,79.83193277310924,0.8628350987143938,0.8487367627159322,1.5167808219178083,"(1, 2, 2, 4)","(70, 78, 86, 94)",0.3127417265744055
1.173549519033484,80.67226890756302,0.8480457898114453,0.828852661446816,1.5972602739726027,"(1, 2, 2, 4)","(70, 76, 82, 88)",0.29057602957441114
1.1616189265071157,79.83193277310924,0.8670200702378369,0.8487367627159322,1.5393835616438356,"(1, 2, 2, 5)","(70, 78, 86, 94)",0.29963635898462093
1.1670140310022432,80.67226890756302,0.8681196150545871,0.8487367627159322,1.5571917808219178,"(1, 2, 2, 6)","(70, 78, 86, 94)",0.299742452689951
1.1365784829814332,77.31092436974791,0.8392607138900239,0.8271121821182382,1.4736301369863014,"(1, 2, 3, 1)","(70, 78, 86, 94)",0.28836527137077717
1.159660730765177,78.15126050420169,0.8164433560980222,0.8048405243234443,1.5808219178082192,"(1, 2, 3, 1)","(70, 76, 82, 88)",0.2748875789117433
1.1398382688650937,77.31092436974791,0.8066990654557443,0.7926067884003319,1.5763698630136986,"(1, 2, 3, 1)","(64, 74, 84, 92)",0.2426189810374768
1.1456402651468114,78.99159663865547,0.8489904705757969,0.8367598600371681,1.4678082191780821,"(1, 2, 3, 2)","(70, 78, 86, 94)",0.3113247249111928
1.1637521085967824,78.99159663865547,0.8319169171218236,0.817802297380778,1.5698630136986302,"(1, 2, 3, 2)","(70, 76, 82, 88)",0.2873534597972382
1.1448390962751485,78.99159663865547,0.8189070182639007,0.8068578274603639,1.584931506849315,"(1, 2, 3, 2)","(64, 74, 84, 92)",0.24761719035329832
1.1560920487961355,78.99159663865547,0.8536840356074266,0.8456253946560011,1.4880136986301369,"(1, 2, 3, 3)","(70, 78, 86, 94)",0.3198517771822566
1.1714911607242922,80.67226890756302,0.8429254643986918,0.8285783061585805,1.5804794520547945,"(1, 2, 3, 3)","(70, 76, 82, 88)",0.2954302001858013
1.1588120346135649,79.83193277310924,0.8566466482255226,0.8488360236089646,1.5071917808219177,"(1, 2, 3, 4)","(70, 78, 86, 94)",0.313120284315739
1.1718343257119461,80.67226890756302,0.8452227886059187,0.8317355136043767,1.591095890410959,"(1, 2, 3, 4)","(70, 76, 82, 88)",0.2907046530005114
1.1603526176771504,79.83193277310924,0.8631316594586667,0.8529809620790961,1.5222602739726028,"(1, 2, 3, 5)","(70, 78, 86, 94)",0.30703583188018296
1.16504325170607,79.83193277310924,0.8661143422809933,0.8529809620790961,1.5517123287671233,"(1, 2, 3, 6)","(70, 78, 86, 94)",0.29914729669877377
1.1342466582458048,77.31092436974791,0.8350661895061187,0.8225874591024465,1.486986301369863,"(1, 2, 4, 1)","(70, 78, 86, 94)",0.27566824337394524
1.1630388019604099,78.15126050420169,0.8094199546181424,0.7971183413970597,1.5921232876712328,"(1, 2, 4, 1)","(70, 76, 82, 88)",0.2753460391696917
1.1526868837737696,77.31092436974791,0.8028119211297436,0.7884765581000645,1.5904109589041096,"(1, 2, 4, 1)","(64, 74, 84, 92)",0.2586111952548766
1.1441978397145904,78.15126050420169,0.8467996425295999,0.8339564995008169,1.478082191780822,"(1, 2, 4, 2)","(70, 78, 86, 94)",0.3016172578557335
1.16875470894547,78.99159663865547,0.8282384535760566,0.8147766095779881,1.5780821917808219,"(1, 2, 4, 2)","(70, 76, 82, 88)",0.2919216529151495
1.153101677898247,78.15126050420169,0.8156578070496402,0.8032446763941152,1.5904109589041096,"(1, 2, 4, 2)","(64, 74, 84, 92)",0.2593137467882142
1.152361510806532,78.99159663865547,0.8546335038148459,0.8411352251870614,1.4945205479452055,"(1, 2, 4, 3)","(70, 78, 86, 94)",0.30809945398550775
1.16875470894547,79.83193277310924,0.8396642251212346,0.8246829189932511,1.584931506849315,"(1, 2, 4, 3)","(70, 76, 82, 88)",0.2885033665812484
1.1562462459248384,79.83193277310924,0.8552555704270132,0.8455176634295565,1.503082191780822,"(1, 2, 4, 4)","(70, 78, 86, 94)",0.31057797011608446
