t1,t2,t3,t4,perfil,eff_mediana,win,p05,capital_x,eff_2021
1.6,1.05,1.0,0.85,conservador,1.1391979298149741,85.71428571428571,0.939560334100467,1.2356164383561643,1.133754364652202
1.6,1.05,1.0,0.85,moderado,1.1663949063526622,84.87394957983193,0.9166961272973404,1.354109589041096,1.1625812152699102
1.6,1.05,1.0,0.85,agressivo,1.2098640764922213,84.03361344537815,0.9016347415480342,1.430821917808219,1.2090482999308607
1.6,1.05,1.0,0.85,muito agressivo,1.2636884766567924,84.87394957983193,0.8668816917661544,1.7082191780821918,1.2641212839904035
1.6,1.05,1.0,0.8,conservador,1.1148266973833616,84.03361344537815,0.9430739409715866,1.2068493150684931,1.1095401877943725
1.6,1.05,1.0,0.8,moderado,1.156215080800784,84.87394957983193,0.9202331816346037,1.340068493150685,1.1518435319989955
1.6,1.05,1.0,0.8,agressivo,1.1896213943783591,84.03361344537815,0.9047178577224553,1.402054794520548,1.1889869212477557
1.6,1.05,1.0,0.8,muito agressivo,1.2465179222093326,84.87394957983193,0.8717799918490148,1.6801369863013698,1.2478880274670532
1.6,1.05,1.0,0.75,conservador,1.1107919551328713,84.03361344537815,0.9460307307918329,1.1993150684931506,1.1065362406909145
1.6,1.05,1.0,0.75,moderado,1.149658481494025,84.87394957983193,0.9206656496252177,1.3373287671232876,1.1505244280272673
1.6,1.05,1.0,0.75,agressivo,1.1855433181298256,84.03361344537815,0.9082007422733441,1.3986301369863015,1.1865008635503531
1.6,1.05,1.0,0.75,muito agressivo,1.2388721759360055,84.87394957983193,0.8717138698586298,1.6746575342465753,1.245879476649716
1.6,1.05,0.95,0.9,conservador,1.1495721362350513,85.71428571428571,0.9336819097025304,1.2558219178082193,1.1449541613408787
1.6,1.05,0.95,0.9,moderado,1.1690035406160526,84.03361344537815,0.9131948614662193,1.3595890410958904,1.16503210679222
1.6,1.05,0.95,0.9,agressivo,1.2154041462337528,84.87394957983193,0.8986694069887768,1.4404109589041096,1.2136846063015738
1.6,1.05,0.95,0.9,muito agressivo,1.26963370754022,84.03361344537815,0.8620613775905157,1.7191780821917808,1.2679792933133864
1.6,1.05,0.95,0.85,conservador,1.1334577094189786,85.71428571428571,0.9400808895682443,1.2279109589041095,1.127839317876263
1.6,1.05,0.95,0.85,moderado,1.1620376339546663,84.03361344537815,0.917372746823492,1.3472602739726027,1.1573492968147232
1.6,1.05,0.95,0.85,agressivo,1.2052424859731747,84.03361344537815,0.9025514815280846,1.415068493150685,1.199482019572758
1.6,1.05,0.95,0.85,muito agressivo,1.2599577273209217,84.03361344537815,0.8678615530949548,1.6945205479452055,1.2565747170181898
1.6,1.05,0.95,0.8,conservador,1.109822451174972,84.03361344537815,0.9436693559621385,1.2013698630136986,1.103361927194853
1.6,1.05,0.95,0.8,moderado,1.1517251115174527,84.87394957983193,0.9209210487730066,1.332876712328767,1.146506098196405
1.6,1.05,0.95,0.8,agressivo,1.1852353070169148,84.03361344537815,0.9057082638269611,1.3863013698630138,1.1790404741102325
1.6,1.05,0.95,0.8,muito agressivo,1.2450354159884571,84.87394957983193,0.872747129582407,1.6657534246575343,1.2400847324341946
1.6,1.05,0.95,0.75,conservador,1.106240298693457,84.03361344537815,0.9468351474736117,1.1907534246575342,1.1003252290982795
1.6,1.05,0.95,0.75,moderado,1.1477387827412475,84.87394957983193,0.9210561594910099,1.3297945205479451,1.145174077371263
1.6,1.05,0.95,0.75,agressivo,1.1788643714337306,84.03361344537815,0.9095044068860739,1.377054794520548,1.1765072403201442
1.6,1.05,0.95,0.75,muito agressivo,1.2376631608374642,84.87394957983193,0.8722421413716152,1.6595890410958904,1.2380444293569994
1.6,1.05,0.9,0.85,conservador,1.1227329701305824,85.71428571428571,0.9413313307129103,1.2178082191780821,1.1143846037966645
1.6,1.05,0.9,0.85,moderado,1.1545412822333565,84.87394957983193,0.9196339388647514,1.3304794520547945,1.145427742046036
1.6,1.05,0.9,0.85,agressivo,1.1867599107165914,84.03361344537815,0.9049452301454813,1.389041095890411,1.1771980421728692
1.6,1.05,0.9,0.85,muito agressivo,1.2457631714613981,84.87394957983193,0.871059158287197,1.6609589041095891,1.2389491052097568
1.6,1.05,0.9,0.8,conservador,1.0975293876390373,84.87394957983193,0.9453198889232396,1.1917808219178083,1.0893415604699903
1.6,1.05,0.9,0.8,moderado,1.1426389089596427,84.87394957983193,0.9217343457902634,1.3164383561643835,1.1343580657003514
1.6,1.05,0.9,0.8,agressivo,1.166245075123221,84.03361344537815,0.9098173874142934,1.3630136986301369,1.1559195823115385
1.6,1.05,0.9,0.8,muito agressivo,1.2301693452928393,84.87394957983193,0.8734012368439275,1.632876712328767,1.2218969306729346
1.6,1.05,0.9,0.75,conservador,1.0930580542521358,84.03361344537815,0.949563390588295,1.1773972602739726,1.0862345413339152
1.6,1.05,0.9,0.75,moderado,1.141216236451036,84.87394957983193,0.9217302445704482,1.313013698630137,1.1329983428836934
1.6,1.05,0.9,0.75,agressivo,1.1636738334663344,84.03361344537815,0.9138716433297908,1.35,1.1532825818778634
1.6,1.05,0.9,0.75,muito agressivo,1.228217900880282,84.87394957983193,0.8728984057122301,1.626027397260274,1.2197871643139122
1.6,1.05,0.85,0.8,conservador,1.0892164960626667,84.03361344537815,0.9495445930173713,1.1773972602739726,1.0800282221720907
1.6,1.05,0.85,0.8,moderado,1.135862873808767,84.03361344537815,0.9226435823578517,1.3041095890410959,1.1262562397854405
1.6,1.05,0.85,0.8,agressivo,1.1514862668341082,84.03361344537815,0.9180897244766383,1.3342465753424657,1.1401685895426041
1.6,1.05,0.85,0.8,muito agressivo,1.21926438256162,84.03361344537815,0.8740072188874008,1.6082191780821917,1.2094542242672333
1.6,1.05,0.85,0.75,conservador,1.0839262869754345,84.87394957983193,0.9548055149201328,1.1631849315068492,1.076877787580784
1.6,1.05,0.85,0.75,moderado,1.1317548349471567,84.87394957983193,0.9226452318029503,1.298972602739726,1.1248794250408167
1.6,1.05,0.85,0.75,agressivo,1.1488269114372358,84.87394957983193,0.9223354114421535,1.3215753424657535,1.1374658110443747
1.6,1.05,0.85,0.75,muito agressivo,1.2154633027551784,84.87394957983193,0.87350148337951,1.597945205479452,1.2073006376985838
1.6,1.0,0.95,0.9,conservador,1.1494847503930985,85.71428571428571,0.9337340163372133,1.2553082191780822,1.1435841270177471
1.6,1.0,0.95,0.9,moderado,1.1670549607165992,84.03361344537815,0.913329934639817,1.3547945205479452,1.162568870363133
1.6,1.0,0.95,0.9,agressivo,1.2149617627464417,84.87394957983193,0.8987611529532243,1.4386986301369864,1.2114689075048752
1.6,1.0,0.95,0.9,muito agressivo,1.267219331412587,84.03361344537815,0.862255414947467,1.7095890410958905,1.2644989153241695
1.6,1.0,0.95,0.85,conservador,1.132251026419485,85.71428571428571,0.9401346668504621,1.2273972602739727,1.12641953449246
1.6,1.0,0.95,0.85,moderado,1.1600401892483656,84.03361344537815,0.9175103489126979,1.3414383561643837,1.1548451796471826
1.6,1.0,0.95,0.85,agressivo,1.2043492096819113,84.87394957983193,0.9026460503143235,1.4106164383561643,1.1971941771474606
1.6,1.0,0.95,0.85,muito agressivo,1.257438553692529,84.03361344537815,0.8680613185836694,1.6828767123287671,1.2529971195941172
1.6,1.0,0.95,0.8,conservador,1.1094656021895974,84.87394957983193,0.9437305405384702,1.200513698630137,1.1018742774156465
1.6,1.0,0.95,0.8,moderado,1.1496597586217103,84.87394957983193,0.9210609263252103,1.3277397260273973,1.1439475828143681
1.6,1.0,0.95,0.8,agressivo,1.1845288325508683,84.03361344537815,0.9058101712172326,1.3845890410958903,1.1766540410680941
1.6,1.0,0.95,0.8,muito agressivo,1.242363724504721,84.87394957983193,0.8728576031936522,1.6554794520547946,1.2363742782283453
1.6,1.0,0.95,0.75,conservador,1.104933375486631,84.03361344537815,0.9469168824451186,1.1883561643835616,1.0988291254583598
1.6,1.0,0.95,0.75,moderado,1.1467572723298445,84.87394957983193,0.9211377567846363,1.3253424657534247,1.1426088971536166
1.6,1.0,0.95,0.75,agressivo,1.1769896342312876,84.03361344537815,0.9096371603725165,1.3756849315068493,1.1741085581372934
1.6,1.0,0.95,0.75,muito agressivo,1.2375477882626713,84.87394957983193,0.8723535236647523,1.6506849315068493,1.2343175235370147
1.6,1.0,0.9,0.85,conservador,1.121454984966688,85.71428571428571,0.9413856014443774,1.2176369863013699,1.1129224435377345
1.6,1.0,0.9,0.85,moderado,1.1535366027016936,84.03361344537815,0.919772870429143,1.329109589041096,1.1428551475332516
1.6,1.0,0.9,0.85,agressivo,1.1848181294846838,84.87394957983193,0.9050460972514709,1.3886986301369864,1.1747865033486335
1.6,1.0,0.9,0.85,muito agressivo,1.2430716061577038,84.03361344537815,0.8712619857964916,1.6582191780821918,1.2352072947891375
1.6,1.0,0.9,0.8,conservador,1.096156414672766,84.87394957983193,0.9453844402842975,1.1916095890410958,1.0878088628439608
1.6,1.0,0.9,0.8,moderado,1.141512076274566,84.87394957983193,0.9218160564898179,1.3154109589041096,1.1317291316159783
1.6,1.0,0.9,0.8,agressivo,1.1641700312439383,84.03361344537815,0.9099500195213662,1.3606164383561643,1.153402487355825
1.6,1.0,0.9,0.8,muito agressivo,1.2273128690481852,84.87394957983193,0.8735129684186476,1.6308219178082193,1.2180144079435988
1.6,1.0,0.9,0.75,conservador,1.0916931567709836,84.03361344537815,0.9496460215452304,1.176541095890411,1.084693055196848
1.6,1.0,0.9,0.75,moderado,1.137561228023084,84.87394957983193,0.9218124701913751,1.3085616438356165,1.130362506085004
1.6,1.0,0.9,0.75,agressivo,1.1615819632892288,84.03361344537815,0.9140069227375434,1.3476027397260273,1.1507523684894425
1.6,1.0,0.9,0.75,muito agressivo,1.225340682967692,84.87394957983193,0.8730110679351659,1.617123287671233,1.2158872145222341
1.6,1.0,0.85,0.8,conservador,1.0877912283512527,84.03361344537815,0.9496270772913584,1.1772260273972603,1.0784670806565695
1.6,1.0,0.85,0.8,moderado,1.1346625105275365,84.03361344537815,0.9227264408524284,1.301027397260274,1.1235828069137082
1.6,1.0,0.85,0.8,agressivo,1.1493050136419514,84.03361344537815,0.9182273339656851,1.3339041095890412,1.1375663603976829
1.6,1.0,0.85,0.8,muito agressivo,1.216280206932279,84.03361344537815,0.8741212320209283,1.6020547945205479,1.2054598591860501
1.6,1.0,0.85,0.75,conservador,1.0825234328147872,84.03361344537815,0.9548899395324146,1.1621575342465753,1.075307651770932
1.6,1.0,0.85,0.75,moderado,1.1299826241780868,84.87394957983193,0.92272861983102,1.2965753424657533,1.1221989434792208
1.6,1.0,0.85,0.75,agressivo,1.1466278286165423,84.87394957983193,0.9224758376681211,1.319178082191781,1.1348499098770524
1.6,1.0,0.85,0.75,muito agressivo,1.2142519986450908,84.87394957983193,0.8736164667039457,1.593150684931507,1.20328822963364
1.5,1.2,1.0,0.9,conservador,1.1612232200976462,85.71428571428571,0.9288878326860607,1.2570205479452055,1.1564958307323063
1.5,1.2,1.0,0.9,moderado,1.1842806262140886,84.87394957983193,0.9133383194902176,1.3643835616438356,1.1808319950359065
1.5,1.2,1.0,0.9,agressivo,1.231636504890567,84.87394957983193,0.8977947053855942,1.4558219178082192,1.2329750848906762
1.5,1.2,1.0,0.9,muito agressivo,1.2871285770841883,84.87394957983193,0.8608421127518479,1.7287671232876711,1.2920022702706837
1.5,1.2,1.0,0.85,conservador,1.143449411022731,85.71428571428571,0.9372056543077423,1.2337328767123288,1.139688523861012
1.5,1.2,1.0,0.85,moderado,1.1747575942598898,84.87394957983193,0.9151733939185103,1.3517123287671233,1.173323264923174
1.5,1.2,1.0,0.85,agressivo,1.215587244566117,84.87394957983193,0.9063240474673045,1.4277397260273972,1.2192214592621877
1.5,1.2,1.0,0.85,muito agressivo,1.2745742880219193,84.87394957983193,0.86287577022466,1.7034246575342467,1.281022791440082
1.5,1.2,1.0,0.8,conservador,1.119813631524155,84.87394957983193,0.9463977795634643,1.2054794520547945,1.1156189056806929
1.5,1.2,1.0,0.8,moderado,1.1640842343525528,84.87394957983193,0.9164205931953555,1.3373287671232876,1.1627031961105077
1.5,1.2,1.0,0.8,agressivo,1.19728583235564,84.03361344537815,0.9105738594360303,1.398972602739726,1.1993746514372028
1.5,1.2,1.0,0.8,muito agressivo,1.257385236215542,84.87394957983193,0.8640497341921176,1.6746575342465753,1.2650876385374705
1.5,1.2,1.0,0.75,conservador,1.1154258421248726,84.03361344537815,0.9491135181777178,1.1977739726027397,1.1126327127379183
1.5,1.2,1.0,0.75,moderado,1.1569313241355157,84.87394957983193,0.9170388607259035,1.3342465753424657,1.1613983449881342
1.5,1.2,1.0,0.75,agressivo,1.1949918609237187,84.87394957983193,0.9115636926547357,1.3955479452054795,1.196914868511959
1.5,1.2,1.0,0.75,muito agressivo,1.2535994390902703,84.87394957983193,0.8645131243211177,1.6684931506849314,1.263115472765332
1.5,1.2,0.95,0.9,conservador,1.1545342315229792,85.71428571428571,0.9294249407684253,1.2501712328767123,1.1508217543687025
1.5,1.2,0.95,0.9,moderado,1.1773411671546712,84.03361344537815,0.9138047948797515,1.3575342465753424,1.1757585816654887
1.5,1.2,0.95,0.9,agressivo,1.2203908000664,84.87394957983193,0.8983330002279111,1.4376712328767123,1.2238294812962212
1.5,1.2,0.95,0.9,muito agressivo,1.28187007472184,84.03361344537815,0.8614824994098941,1.715068493150685,1.2848410774739834
1.5,1.2,0.95,0.85,conservador,1.138306168886607,85.71428571428571,0.9375439957869481,1.223972602739726,1.1338222526724566
1.5,1.2,0.95,0.85,moderado,1.1704968452720401,84.87394957983193,0.9156473901261625,1.3434931506849315,1.1681715036007476
1.5,1.2,0.95,0.85,agressivo,1.208107570333094,84.87394957983193,0.9068825854996471,1.4123287671232876,1.209800691951884
1.5,1.2,0.95,0.85,muito agressivo,1.2724736556348728,84.87394957983193,0.8635318259473433,1.686986301369863,1.2736779549101103
