date,open,high,low,close,volume,n,vwap,ohlc4,mvrv,market_cap,supply,hashrate,cm_price,realized_cap,realized_price,price_to_rp,nupl,mvrv_zscore,ma200d,mayer,ma200w,p_ma200w,rsi_weekly,rsi_weekly_prev,hr_ma30,hr_ma60,hr_capitulation,hr_recovery,hash_ribbon,pct_mvrv,pct_mayer,pct_p_ma200w,pct_price_to_rp,pct_rsi_weekly,pct_mvrv_zscore
2012-01-11,7.14,7.33,6.25,7.0,105.35893402,1440,7.0592008267644015,6.93,1.35196805,55724776.24247789,8088799.98999999,9.51285218248546,6.88912772121566,41217524.51359919,5.0956290876960155,1.3737263602844068,0.2603375501366323,,,,,,,,,,0.0,0.0,,,,,,,
2012-01-12,7.0,7.38,6.51,6.51,82.30163181,1440,7.26670441249906,6.85,1.3223058,54842501.12170352,8096549.98999999,9.63720319140684,6.77356419579194,41474900.22482206,5.1225398813133385,1.2708539417619797,0.24374528191587763,,,,,,,,,,0.0,0.0,,,,,,,
2012-01-13,6.51,7.36,6.51,6.6,48.97014484,1440,7.040892569048812,6.745000000000001,1.2583872,52303300.955010295,8103549.98999999,8.7045706244965,6.45436889012273,41563757.923642494,5.129080214835886,1.2867804213530278,0.20533203134933353,,,,,,,,,,0.0,0.0,,,,,,,
2012-01-14,6.6,6.6,6.3,6.3,16.836,1440,6.4396440308268,6.45,1.3151655,54844706.87242241,8111049.98999999,9.32632566910339,6.76172714260666,41701753.02836214,5.141350759738344,1.225358917219766,0.23963942180660913,,,,,,,,,,0.0,0.0,,,,,,,
2012-01-15,6.3,7.15,6.3,7.15,16.6993007,1440,7.150000000000001,6.725,1.36849062,57206917.25661773,8117999.98999999,8.64239512003582,7.04692255815312,41802929.753817186,5.149412392869101,1.3885079411975843,0.2692679179635151,,,,,,,,,,0.0,0.0,,,,,,,
2012-01-16,7.15,7.15,6.2,7.1,12.64929577,1440,6.858089299543669,6.9,1.30213368,54576064.53713559,8126749.98999999,10.8807132806206,6.71560766656926,41912796.95425403,5.157387271151193,1.376666057194342,0.23202969452414446,,,,,,,,,,0.0,0.0,,,,,,,
2012-01-17,7.1,7.1,6.0,6.0,80.51400824000001,1440,6.124778466165206,6.55,1.08841281,45550684.66108859,8134599.98999999,9.76155420032821,5.59962195032145,41850559.12846946,5.144759321898692,1.166235313372381,0.08123095317115925,,,,,,,,,,0.0,0.0,,,,,,,
2012-01-18,6.0,7.1,5.99,7.1,133.44676912,1440,6.196496568835027,6.547499999999999,1.14730395,48033782.75740562,8140999.97299999,7.95846457096824,5.9002312881356,41866658.57587749,5.14269238603737,1.3805997845169202,0.12839139096487895,,,,,,,,,,0.0,0.0,,,,,,,
2012-01-19,7.1,7.1,5.52,6.22,246.71581895,1440,6.25100260435327,6.484999999999999,1.22398742,51463532.34846339,8148499.87710466,9.32632566910339,6.31570634161309,42045801.70314445,5.159943834727558,1.2054394774877257,0.18299813898414086,,,,,,,,,,0.0,0.0,,,,,,,
2012-01-20,6.22,6.95,6.22,6.95,95.82599863,1440,6.753926370806244,6.585,1.25883339,53024539.85078034,8155749.47198481,9.01544814679995,6.50149198831093,42121968.0634467,5.1646961702461125,1.3456745122857465,0.20561369920446737,,,,,,,,,,0.0,0.0,,,,,,,
2012-01-21,6.95,6.95,6.28,6.77,81.41385241,1440,6.292081235515631,6.7375,1.19649675,50457844.893959716,8163949.04744397,10.196782731553,6.18056832554062,42171317.96969754,5.16555379322227,1.310604878199686,0.16422673107971253,,,,,,,,,,0.0,0.0,,,,,,,
2012-01-22,6.77,6.83,6.03,6.79,81.27103303,1440,6.169561140341519,6.605,1.2195885,51499962.16953714,8170748.84204106,8.79571160032404,6.30296722676797,42227326.815181635,5.16810975732222,1.3138265862832872,0.1800513041898968,,,,,,,,,,0.0,0.0,,,,,,,
2012-01-23,6.79,6.79,6.0,6.52,94.92062909,1440,6.410448954195822,6.525,1.23243877,52141696.69860743,8179248.67363629,11.0512799993501,6.37487607714787,42307738.09445108,5.17257021794914,1.2604952132646154,0.18860066370680628,,,,,,,,,,0.0,0.0,,,,,,,
2012-01-24,6.52,6.57,6.0,6.55,85.44624147,1440,6.444235007528413,6.41,1.21229511,51364104.036424994,8186197.56325165,9.03604658770391,6.27447647574518,42369307.28560391,5.1757005567276275,1.2655291642569992,0.175118342265688,,,,,,,,,,0.0,0.0,,,,,,,
2012-01-25,6.55,6.86,6.0,6.31,81.1232564,1440,6.236021354555732,6.43,1.12369377,47608611.186067626,8193597.34414703,9.62111435237539,5.81046507247224,42367958.65306579,5.170861695239477,1.2202995113578967,0.11007782841049307,,,,,,,,,,0.0,0.0,,,,,,,
2012-01-26,6.31,6.31,5.5,5.5,29.91907058,1440,6.149260264056638,5.904999999999999,1.04093223,44013925.95426134,8200496.51861203,8.97103905829597,5.36722695441262,42283181.06190385,5.156173283646544,1.066682537114093,0.039322665607154805,,,,,,,,,,0.0,0.0,,,,,,,
2012-01-27,5.5,6.03,3.8,5.88,92.07999287,1440,5.738900120078822,5.3025,1.03027298,43525737.988286145,8207545.1514304,9.16606164651979,5.30313719696084,42246801.41401568,5.147312702465361,1.1423436538416853,0.029383455246977275,,,,,,,,,,0.0,0.0,,,,,,,
2012-01-28,5.88,5.88,4.91,4.91,0.25,1440,4.91,5.3950000000000005,1.09958449,46494058.36759506,8214792.90088381,9.42609176415156,5.65979677498539,42283297.72784905,5.147214085372729,0.9539140821737258,0.09056556445244146,,,,,,,,,,0.0,0.0,,,,,,,
2012-01-29,4.91,5.9,4.91,5.5,9.45484643,1440,5.522085375795998,5.305,1.04861043,44334488.66840534,8223141.75104146,10.8562574111263,5.39142945733489,42279274.93378579,5.14149898102281,1.0697269454492575,0.046356996468173706,,,,,,,,,,0.0,0.0,,,,,,,
2012-01-30,5.5,5.58,5.3,5.58,15.16,1440,5.535672823218997,5.49,1.07087848,45303240.18131384,8231741.41143302,11.181295058166,5.50348193863238,42304744.21459459,5.1392217150842185,1.0857675168249787,0.06618722975925329,,,,,,,,9.461316385855742,,0.0,0.0,,,,,,,
2012-01-31,5.58,6.22,3.8,5.3,110.50333334,1440,5.817201325020229,5.2250000000000005,1.07878577,45630733.635185435,8239241.34443302,9.75112941119127,5.53822029573349,42298234.648743495,5.133753567896515,1.032383017592253,0.07303189585083247,,,,,,,,9.492285951797689,,0.0,0.0,,,,,,,
2012-02-01,5.3,5.99,5.3,5.88,12.05880628,1440,5.909681132865832,5.6175,1.18086101,50098136.98908828,8246291.10632214,9.16606164651979,6.07523265225015,42425092.00052958,5.144748281806806,1.1429130596715953,0.15316028598488496,,,,,,,,9.507597286121143,,0.0,0.0,,,,,,,
2012-02-02,5.88,6.28,5.88,6.28,251.00093001,1440,6.143401175279573,6.08,1.18457113,50347344.47355032,8254240.94315441,10.3361971758628,6.09957291291642,42502592.87810798,5.149182483382336,1.2196110781210585,0.15581261886738695,,,,,,,,9.546537029273793,,0.0,0.0,,,,,,,
2012-02-03,6.28,6.35,5.93,6.3,155.5524532,1440,6.112008624096712,6.215,1.15560669,49173047.378759995,8262140.7846608,10.2711896464548,5.95161092752776,42551715.738821134,5.150204631930401,1.223252365729521,0.13465367702224007,,,,,,,,9.602529990798978,,0.0,0.0,,,,,,,
